User,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
,134313900,242868100,108554200,80299400,240844900,160545500,97125400,238424000,141298600,105340000,621872600,516532600,132483700,278964200,146480500,105789600,514017300,408227700,102498300,266150200,163651900,95368500,413982100,318613600,150281700,326610200,176328500,95256500,186650300,91393800,127973500,297988200,170014700,99739100,1665116500,1565377400,116529500,224078400,107548900,73246300,697839200,624592900,107832900,221457400,113624500,89665400,331191500,241526100,139791300,254009600,114218300,202869400,207085000,4215600,100095300,263761000,163665700,138258600,145023100,6764500,70733000,172098700,101365700,89643200,359090600,269447400,88900000,197075700,108175700,93128400,369596300,276467900,122801000,367324900,244523900,123487900,431272800,307784900,149295200,227039600,77744400,67108000,277049800,209941800,69201500,158658000,89456500,73282800,337271800,263989000,101722300,416053000,314330700,139143300,635284600,496141300,107983800,181382700,73398900,119584600,299869300,180284700,148756500,260862300,112105800,103148800,433133800,329985000,132023100,540272800,408249700,115809300,328229700,212420400,125157200,178189200,53032000,122214200,142292700,20078500,149469200,189764800,40295600,158776400,208459700,49683300,251324000,861299800,609975800,134934400,638389700,503455300,113825800,253708200,139882400,95380000,183298400,87918400,76568800,169567400,92998600,108464600,165361200,56896600,148633300,155481700,6848400,77526300,195157200,117630900,104786100,149158600,44372500,120076900,255297100,135220200,102904600,726131300,623226700,180972000,209514800,28542800,138984200,209275400,70291200,128424700,211169000,82744300,115165800,603169900,488004100,237605800,337117100,99511300,118082300,1132268500,1014186200,126243100,194939200,68696100,82656900,288276400,205619500,79380700,214100100,134719400,84466800,308666100,224199300,79787700,171953200,92165500,86095700,189935000,103839300,85877300,279522000,193644700,106893700,188788500,81894800,122630300,711232400,588602100,115357800,293992900,178635100,93281500,228067200,134785700,107487400,240692500,133205100,108617700,239895100,131277400,98473700,207791800,109318100,95774800,267082100,171307300,90208300,162107700,71899400,108685600,149562000,40876400,89224700,849376400,760151700,101842100
,127800800,489134500,361333700,105032900,760463300,655430400,80154200,282925800,202771600,76480000
