User,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
,0.134,0.242,0.108,0.08,0.241,0.161,0.097,0.238,0.141,0.106,0.623,0.517,0.132,0.278,0.146,0.106,0.515,0.409,0.102,0.266,0.164,0.095,0.414,0.319,0.149,0.326,0.177,0.096,0.187,0.091,0.128,0.297,0.169,0.101,1.666,1.565,0.117,0.224,0.107,0.074,0.698,0.624,0.108,0.221,0.113,0.09,0.331,0.241,0.14,0.254,0.114,0.203,0.208,0.005,0.1,0.263,0.163,0.138,0.145,0.007,0.072,0.172,0.1,0.091,0.36,0.269,0.089,0.196,0.107,0.094,0.37,0.276,0.123,0.368,0.245,0.123,0.431,0.308,0.149,0.227,0.078,0.067,0.277,0.21,0.069,0.158,0.089,0.074,0.338,0.264,0.101,0.416,0.315,0.139,0.636,0.497,0.107,0.18,0.073,0.12,0.3,0.18,0.149,0.261,0.112,0.103,0.434,0.331,0.131,0.54,0.409,0.116,0.328,0.212,0.125,0.178,0.053,0.122,0.143,0.021,0.149,0.189,0.04,0.159,0.208,0.049,0.252,0.862,0.61,0.135,0.638,0.503,0.115,0.254,0.139,0.096,0.183,0.087,0.077,0.169,0.092,0.11,0.166,0.056,0.149,0.156,0.007,0.077,0.194,0.117,0.106,0.15,0.044,0.12,0.255,0.135,0.103,0.726,0.623,0.181,0.21,0.029,0.139,0.209,0.07,0.129,0.211,0.082,0.116,0.604,0.488,0.237,0.337,0.1,0.117,1.132,1.015,0.126,0.195,0.069,0.083,0.288,0.205,0.079,0.214,0.135,0.085,0.309,0.224,0.079,0.172,0.093,0.086,0.19,0.104,0.086,0.279,0.193,0.107,0.189,0.082,0.123,0.712,0.589,0.115,0.293,0.178,0.094,0.229,0.135,0.107,0.24,0.133,0.109,0.24,0.131,0.099,0.208,0.109,0.095,0.267,0.172,0.09,0.162,0.072,0.109,0.149,0.04,0.09,0.85,0.76,0.101
,0.126,0.485,0.359,0.109,0.767,0.658,0.078,0.281,0.203,0.078
